country,new_cases,tests_done,population,testing_rate,positivity_rate,Week,deaths,weekly_cfr,population_ce,testing_rate_ce,tests_done_ce,new_cases_ce,deaths_ce,positivity_rate_ce
Croatia,470,8950,4076246,219.5647662,5.251396648,27,6,0.01276595744680851,-0.5776028831239618,-0.5273173241160527,-0.45811133449767927,-0.3285547353926461,-0.2657900748711714,0.28187163623637373
Croatia,578,10589,4076246,259.77333070000003,5.458494664,28,5,0.00865051903114187,-0.5776028831239618,-0.4953792986081875,-0.4512002850042115,-0.31868570949366304,-0.2671517470619485,0.31801632646882627
Croatia,563,11988,4076246,294.09412480000003,4.69636303,29,2,0.003552397868561279,-0.5776028831239618,-0.46811798224321277,-0.44530122567452185,-0.32005640753518844,-0.27123676363427973,0.1850019579135866
Croatia,557,10974,4076246,269.2182955,5.075633315,30,13,0.02333931777378815,-0.5776028831239618,-0.48787707786356754,-0.4495768841164842,-0.32060468675179865,-0.25625836953573183,0.251195769087997
Croatia,432,11346,4076246,278.34433939999997,3.8075092539999997,31,12,0.027777777777777776,-0.5776028831239618,-0.48062817886683523,-0.4480082993626282,-0.33202717043117724,-0.25762004172650893,0.029870851319761058
Croatia,319,8895,4076246,218.2154855,3.5862844289999996,32,12,0.03761755485893417,-0.5776028831239618,-0.52838906994806,-0.4583432489102117,-0.3423530956773355,-0.25762004172650893,-0.00873938225849561
Croatia,877,11346,4076246,278.34433939999997,7.729596334,33,8,0.009122006841505131,-0.5776028831239618,-0.48062817886683523,-0.4480082993626282,-0.2913631285325894,-0.26306673048961726,0.714390313695028
Croatia,1480,18147,4076246,445.1890293000001,8.155618008,34,5,0.0033783783783783786,-0.5776028831239618,-0.34810193655649185,-0.41933102809656714,-0.23626106726326693,-0.2671517470619485,0.7887436162348306
Croatia,1961,20838,4076246,511.2056534,9.410692005,35,13,0.006629270780214177,-0.5776028831239618,-0.2956643364912384,-0.40798408838520556,-0.192307350065018,-0.25625836953573183,1.0077909143044128
Croatia,1878,27595,4076246,676.9709187999999,6.805580721,36,14,0.007454739084132056,-0.5776028831239618,-0.16399549079884249,-0.3794923486491705,-0.1998918792281254,-0.2548966973449548,0.5531224331672167
Croatia,1629,29415,4076246,721.6198433999999,5.537990821,37,21,0.01289134438305709,-0.5776028831239618,-0.128530447206611,-0.3718180899071868,-0.22264546671744762,-0.2453649920095152,0.33189074219203357
Croatia,1357,31955,4076246,783.9320787,4.246596777,38,26,0.01915991156963891,-0.5776028831239618,-0.07903527658286232,-0.36110786067386885,-0.24750079120377547,-0.2385566310556298,0.10650452850462552
Croatia,1282,29622,4076246,726.6980452,4.327864425,39,25,0.01950078003120125,-0.5776028831239618,-0.12449678570590036,-0.3709452483909282,-0.25435428141140265,-0.23991830324640687,0.120688121469997
Croatia,1394,29404,4076246,721.3499872000001,4.740851585,40,24,0.01721664275466284,-0.5776028831239618,-0.12874479642067085,-0.37186447278969326,-0.2441197360346794,-0.24127997543718394,0.1927665182431478
Croatia,2531,32218,4076246,790.3840936,7.855856974,41,24,0.009482418016594232,-0.5776028831239618,-0.07391038294351525,-0.3599988881193954,-0.1402208244870515,-0.24127997543718394,0.7364265060714494
Cyprus,63,235,875899,26.82957738,26.80851064,12,0,0.0,-0.7180131911884189,-0.6804086232793536,-0.4948592273198704,-0.3657463422527029,-0.2739601080158339,4.044221573700329
Cyprus,95,382,875899,43.6123343,24.86910995,13,5,0.05263157894736842,-0.7180131911884189,-0.667077928058855,-0.4942393833445563,-0.362822186430782,-0.2671517470619485,3.7057391559032657
Cyprus,247,357,875899,40.75812394,69.18767507,14,4,0.016194331983805668,-0.7180131911884189,-0.6693450530959225,-0.49434479898661654,-0.3489324462766576,-0.2685134192527256,11.44063125554162
Cyprus,190,382,875899,43.6123343,49.7382199,15,1,0.005263157894736842,-0.7180131911884189,-0.667077928058855,-0.4942393833445563,-0.35414109883445427,-0.27259843582505683,8.046129724876916
Cyprus,145,492,875899,56.17085988,29.47154472,16,2,0.013793103448275862,-0.7180131911884189,-0.6571025778989353,-0.4937755545194914,-0.3582531929590306,-0.27123676363427973,4.508999285042886
Cyprus,49,14238,875899,1625.529884,0.344149459,17,2,0.04081632653061224,-0.7180131911884189,0.5894534523056013,-0.43581381788910245,-0.36702566042479334,-0.27123676363427973,-0.5745872182051804
Cyprus,54,15811,875899,1805.1168,0.341534375,18,1,0.018518518518518517,-0.7180131911884189,0.7321009597560811,-0.42918106569067366,-0.3665687610776182,-0.27259843582505683,-0.5750436272183496
Cyprus,28,11904,875899,1359.060805,0.23521505399999998,19,0,0.0,-0.7180131911884189,0.37779465901146725,-0.4456554222318442,-0.36894463768292896,-0.2739601080158339,-0.5935994733702977
Cyprus,22,11410,875899,1302.6616080000001,0.19281332199999998,20,2,0.09090909090909091,-0.7180131911884189,0.3329962680515235,-0.447738435318954,-0.3694929168995391,-0.27123676363427973,-0.6009998217563463
Cyprus,13,14137,875899,1613.9988740000001,0.091957275,21,0,0.0,-0.7180131911884189,0.5802942670401973,-0.43623969708302573,-0.37031533572445435,-0.2739601080158339,-0.6186021660341624
Cyprus,16,15725,875899,1795.298316,0.10174880800000001,22,0,0.0,-0.7180131911884189,0.7243020493413469,-0.42954369549936083,-0.3700411961161493,-0.2739601080158339,-0.6168932557605563
Cyprus,17,14155,875899,1616.053906,0.120098905,23,1,0.058823529411764705,-0.7180131911884189,0.5819265974964482,-0.4361637978207424,-0.36994981624671425,-0.27259843582505683,-0.6136906245397896
Cyprus,20,9812,875899,1120.220482,0.203832042,24,0,0.0,-0.7180131911884189,0.1880816358499272,-0.454476603159443,-0.36967567663840917,-0.2739601080158339,-0.599076731285223
Cyprus,5,5982,875899,682.9554549,0.083584086,25,1,0.2,-0.7180131911884189,-0.1592419197875088,-0.47062627952306807,-0.3710463746799346,-0.27259843582505683,-0.6200635335958042
Cyprus,9,8069,875899,921.2249357999999,0.111537985,26,0,0.0,-0.7180131911884189,0.030017678344376957,-0.46182618172388124,-0.3706808552021945,-0.2739601080158339,-0.6151847566781912
Cyprus,8,9515,875899,1086.312463,0.084077772,27,0,0.0,-0.7180131911884189,0.16114819047056833,-0.45572894098711836,-0.37077223507162954,-0.2739601080158339,-0.6199773708797786
Cyprus,12,9471,875899,1081.289053,0.126702566,28,0,0.0,-0.7180131911884189,0.15715805059088012,-0.45591447251714434,-0.3704067155938894,-0.2739601080158339,-0.6125380916191211
Cyprus,23,10103,875899,1153.443491,0.227655152,29,0,0.0,-0.7180131911884189,0.21447097160674183,-0.4532495650858621,-0.3694015370301041,-0.2739601080158339,-0.5949188984486031
Cyprus,16,10703,875899,1221.944539,0.14949079699999998,30,0,0.0,-0.7180131911884189,0.268881971988004,-0.45071958967641695,-0.3700411961161493,-0.2739601080158339,-0.6085608755822443
Cyprus,71,15404,875899,1758.650255,0.460919242,31,0,0.0,-0.7180131911884189,0.6951921638831927,-0.430897232343414,-0.3650153032972227,-0.2739601080158339,-0.5542074593037446
Cyprus,109,22959,875899,2621.192626,0.47475935399999997,32,0,0.0,-0.7180131911884189,1.3803173502502055,-0.39904062531281687,-0.3615428682586916,-0.2739601080158339,-0.5517919530102297
